ubicacion_id,estado,municipio,latitud,longitud
UBI-PUE001,Puebla,Xicotepec de Juárez,20.284964366428074,-97.95489225438446
UBI-PUE002,Puebla,Xicotepec de Juárez,20.2823478518014,-97.96550307333979
UBI-PUE003,Puebla,Xicotepec de Juárez,20.2768731552715,-97.95925889059241
UBI-PUE004,Puebla,Xicotepec de Juárez,20.272545592784184,-97.96728405997214
UBI-PUE005,Puebla,Xicotepec de Juárez,20.267550923885214,-97.96922806008055
UBI-PUE006,Puebla,Xicotepec de Juárez,20.261814016908424,-97.96433571087877
UBI-PUE007,Puebla,Xicotepec de Juárez,20.26326336073004,-97.9686272452115
UBI-PUE008,Puebla,Xicotepec de Juárez,20.268108133121515,-97.9726818655338
UBI-PUE009,Puebla,Xicotepec de Juárez,20.275854028568954,-97.95344261674958
UBI-PUE010,Puebla,Xicotepec de Juárez,20.277981323967843,-97.96190618536343
UBI-PUE011,Puebla,Huauchinango,20.18502866253168,-98.06157979846837
UBI-PUE012,Puebla,Huauchinango,20.184384187262154,-98.05737409462476
UBI-PUE013,Puebla,Huauchinango,20.180517279683475,-98.04544362861948
UBI-PUE014,Puebla,Huauchinango,20.174394479847273,-98.04578695138223
UBI-PUE015,Puebla,Huauchinango,20.168674278579942,-98.0423537237548
UBI-PUE016,Puebla,Huauchinango,20.159569863692276,-98.04484281378467
UBI-PUE017,Puebla,Huauchinango,20.16770746327491,-98.05462751252284
UBI-PUE018,Puebla,Huauchinango,20.172944307828807,-98.04819021072142
UBI-PUE019,Puebla,Huauchinango,20.17955053780023,-98.0458727820729
UBI-PUE020,Puebla,Huauchinango,20.17890603988084,-98.07119283582516
UBI-PUE021,Puebla,Huauchinango,20.170607891212935,-98.06904706855802
UBI-PUE022,Puebla,Huauchinango,20.175764074370818,-98.0799475662751
UBI-PUE023,Puebla,Huauchinango,20.17818097653682,-98.06346807366347
UBI-PUE024,Puebla,Huauchinango,20.178261539297125,-98.04552945931016
UBI-PUE025,Puebla,Huauchinango,20.172702611181343,-98.0608073222522
UBI-PUE026,Puebla,Tehuacán,18.4304065809675,-97.37363463856055
UBI-PUE027,Puebla,Tehuacán,18.43626931791577,-97.3780978344762
UBI-PUE028,Puebla,Tehuacán,18.44294608031644,-97.36985808817037
UBI-PUE029,Puebla,Tehuacán,18.443597457880003,-97.38238936901047
UBI-PUE030,Puebla,Tehuacán,18.443271769406934,-97.38908416288396
UBI-PUE031,Puebla,Tehuacán,18.449459744808042,-97.38050109381538
UBI-PUE032,Puebla,Tehuacán,18.449622583255515,-97.38204604624774
UBI-PUE033,Puebla,Tehuacán,18.45939260751467,-97.37912780276442
UBI-PUE034,Puebla,Tehuacán,18.46036957936015,-97.38650924216338
UBI-PUE035,Puebla,Tehuacán,18.467731048165323,-97.37792617309482
UBI-PUE036,Puebla,Tehuacán,18.468999255778982,-97.38118773934087
UBI-PUE037,Puebla,Tehuacán,18.493257718018807,-97.39217406774864
UBI-PUE038,Puebla,Tehuacán,18.481861552559202,-97.39148742222315
UBI-PUE039,Puebla,Tehuacán,18.47958222853272,-97.43148452408263
UBI-PUE040,Puebla,Tehuacán,18.45695015357284,-97.41775161357295
UBI-PUE041,Puebla,Tehuacán,18.454507664879735,-97.41775161357295
UBI-PUE042,Puebla,Tehuacán,18.448645550254735,-97.4108851583181
UBI-PUE043,Puebla,Tehuacán,18.46785951207198,-97.4096835286485
UBI-PUE044,Puebla,Tehuacán,18.46036957936015,-97.39646560228292
UBI-PUE045,Puebla,Tehuacán,18.46150937281795,-97.39406234294373
UBI-PUE046,Puebla,Tehuacán,18.460858063197513,-97.38736754907023
UBI-PUE047,Puebla,Tehuacán,18.448645550254735,-97.3846209669683
UBI-PUE048,Puebla,Tehuacán,18.493420514891252,-97.46341354101769
UBI-PUE049,Puebla,Tehuacán,18.495211271059148,-97.4642718469481
UBI-PUE050,Puebla,Tehuacán,18.502374105369224,-97.41208678701125
UBI-PUE051,Puebla,Tehuacán,18.497002007723047,-97.43697768731009
UBI-PUE052,Puebla,Tehuacán,18.47893098831278,-97.43182784586894
UBI-PUE053,Puebla,Tehuacán,18.472092808451556,-97.43251449139443
UBI-PUE054,Puebla,Tehuacán,18.473395339246665,-97.39183074599316
UBI-PUE055,Puebla,Zacatlán,19.92499117719992,-97.96852730635536
UBI-PUE056,Puebla,Zacatlán,19.938385618481306,-97.96320580353284
UBI-PUE057,Puebla,Zacatlán,19.94048344015599,-97.95153282959961
UBI-PUE058,Puebla,Zacatlán,19.943710803704,-97.9391732101409
UBI-PUE059,Puebla,Zacatlán,19.9482290018512,-97.96166085110052
UBI-PUE060,Puebla,Zacatlán,19.963880331050074,-97.95651100965938
UBI-PUE061,Puebla,Zacatlán,19.961298775424904,-97.96972893602496
UBI-PUE062,Puebla,Zacatlán,19.945001730654027,-97.93608330527621
UBI-PUE063,Puebla,Zacatlán,19.93451264372708,-97.97058724293183
UBI-PUE064,Puebla,Zacatlán,19.94016070017357,-97.96166085110052
UBI-PUE065,Puebla,Atlixco,18.918064363185692,-98.41526164390673
UBI-PUE066,Puebla,Atlixco,18.8617059702976,-98.44564570840943
UBI-PUE067,Puebla,Atlixco,18.916765247952736,-98.42126979225472
UBI-PUE068,Puebla,Atlixco,18.9122182651453,-98.44324244907024
UBI-PUE069,Puebla,Atlixco,18.90426074775045,-98.44375743321434
UBI-PUE070,Puebla,Atlixco,18.895328389622563,-98.43723430072225
